Price,Close,High,Low,Open,Volume,Daily_Return,Log_Return,Volatility
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,
Date,,,,,,,,
2020-05-01,70.15121459960938,72.56101509610286,69.36978798695081,69.46685809785768,240616800,,,
2020-05-04,71.14379119873047,71.27241079901312,69.4838673851674,70.17550415897956,133568000,0.01414910069321329,0.014049936463121557,
2020-05-05,72.21158599853516,73.04640262096729,71.4592793740672,71.60488830234772,147751200,0.015008966795457157,0.0148974467359672,
2020-05-06,72.95659637451172,73.58998507405805,72.52947892116252,72.91533768168664,142333600,0.010317047682510072,0.010264190190717495,
2020-05-07,73.71131134033203,74.05834791180315,73.2817722099888,73.58512093632648,115215200,0.010344711833130127,0.010291571468649348,
2020-05-08,75.46578979492188,75.51932400836401,74.04470854157813,74.37321360469922,133838400,0.023802024718964088,0.023523172690263577,
2020-05-11,76.65325164794922,77.14965158521665,74.76252676945559,74.97179952522458,145946400,0.015735101378442806,0.015612588171377813,
2020-05-12,75.77725219726562,77.79207364909227,75.65558421726155,77.33946490194451,162301200,-0.01142807945978419,-0.01149388176957127,
2020-05-13,74.86229705810547,76.88198972405412,73.78188493945902,75.95730873840742,200622400,-0.012074271798326985,-0.01214775794491368,
2020-05-14,75.32221984863281,75.38305384243762,73.37309631079928,74.0982401903213,158929200,0.006143583734417923,0.006124788863162173,
2020-05-15,74.87689208984375,74.92312650763014,73.05187273308422,73.085943325568,166348400,-0.005912302633724664,-0.005929849490676613,
2020-05-18,76.64107513427734,77.01581451007397,75.51200038814163,76.20550920779705,135178400,0.023561114720370258,0.023287835836664005,
2020-05-19,76.1982192993164,77.50736040977804,76.16658443916718,76.65812036126512,101729600,-0.005778309270649484,-0.005795068290044291,
2020-05-20,77.68013000488281,77.75069207639052,77.02068430144911,77.05961894056877,111504800,0.019448101532993478,0.019261403932796607,
2020-05-21,77.10099792480469,78.08407725078851,76.86252601832638,77.54143540411926,102688800,-0.007455343857453944,-0.007483273838468144,
2020-05-22,77.59740447998047,77.68013781166567,76.73599313969208,76.83819007988166,81803200,0.0064383933870728605,0.006417755468363718,
2020-05-26,77.07180786132812,78.89925602718259,77.01583791238306,78.71918977774382,125522000,-0.006773378854288192,-0.0067964222984381786,
2020-05-27,77.40760040283203,77.55360346730318,76.18605652967298,76.92823567989113,112945200,0.004356879004422609,0.0043474152853219565,
2020-05-28,77.44166564941406,78.70457981685169,76.80412665218442,77.08152577208277,133560800,0.00044007625097219893,0.00043997944581892205,
2020-05-29,77.36621856689453,78.1473247460618,77.00851448794498,77.68498800975172,153532400,-0.000974244056953677,-0.0009747189411553933,
2020-06-01,78.31768035888672,78.43934833911615,77.18859793786604,77.32000143580059,80791200,0.012298155572506131,0.012223147604220497,
2020-06-02,78.68025207519531,78.70458715753213,77.60713955055513,78.05001280060178,87642800,0.00462950019264019,0.004618817015780632,0.1751315800846159
2020-06-03,79.1133804321289,79.37618740858451,78.42717129207927,79.00144797787304,104491200,0.005504918267415393,0.0054898215835153955,0.17233169234872905
2020-06-04,78.43203735351562,79.23504293791275,78.05729794865285,78.9357445019579,87560400,-0.008612235691253356,-0.008649535302824514,0.17467702688323922
2020-06-05,80.66586303710938,80.72669702130025,78.65347751344345,78.68267663769132,137250400,0.028481036053229936,0.028082991489965604,0.19278035360522763
2020-06-08,81.14280700683594,81.17687760567065,79.64872807646304,80.36170065582685,95654400,0.005912587453594131,0.005895176703077916,0.19179665088073475
2020-06-09,83.70513153076172,84.09933458379527,80.7899715861673,80.82160644800746,147712400,0.031577962587736375,0.031089632435238233,0.20269705715355993
2020-06-10,85.85863494873047,86.32827143644016,84.21611768334387,84.65655505227689,166651600,0.025727256842996926,0.02540187987207168,0.21182606513165692
2020-06-11,81.73654174804688,85.42551553412683,81.63434481058569,84.99967763398335,201662400,-0.04801023453430231,-0.049200994809801356,0.27925892771874494
2020-06-12,82.44221496582031,84.63223846471662,81.32773960827684,83.88276702365586,200146000,0.008633509599031974,0.008596453982305205,0.27370540072240646
2020-06-15,83.46177673339844,84.11635088882359,80.92864916064586,81.09168747869046,138808800,0.012366986597834861,0.012291140107199498,0.2749709139120793
2020-06-16,85.67373657226562,85.94627913317997,83.8827871566956,85.52286943873968,165428800,0.026502668951475128,0.02615755752361734,0.2814572915455076
2020-06-17,85.55448150634766,86.48159083556952,85.43281353741015,86.42075685110076,114406400,-0.0013919676051175056,-0.0013929372919772754,0.2757414117616693
2020-06-18,85.58853912353516,86.00707717025418,84.9777636357591,85.51066985297757,96820400,0.00039808104248728604,0.0003980018292505868,0.27344383440475745
2020-06-19,85.09944152832031,86.76385839432308,83.98739454869698,86.2966575684398,264476000,-0.005714522063624661,-0.00573091241668176,0.2713324407153414
2020-06-22,87.32596588134766,87.4695331919999,85.44741216447049,85.49364658624263,135445200,0.026163795120633937,0.025827378373861513,0.2775039800015069
2020-06-23,89.18992614746094,90.61344295119446,88.1533126161021,88.57428648623221,212155600,0.02134485713729073,0.021120246244451017,0.28245903025232344
2020-06-24,87.61553192138672,89.73985720448684,87.24079252033772,88.81761197618738,192623200,-0.017652153041042062,-0.017809810377354702,0.29148761357263486
2020-06-25,88.7786865234375,88.81762116630449,87.00963685193202,87.77127955859044,137522400,0.013275666728753466,0.013188317297241474,0.29242302744378557
2020-06-26,86.0508804321289,88.89547786008215,85.90244166309822,88.67404128728082,205256800,-0.030725911794025618,-0.03120785032209234,0.319975932898543
2020-06-29,88.03408813476562,88.12899272885664,85.47906041478672,85.95843257929042,130646000,0.02304691936535086,0.022785350400005126,0.32491522686022417
2020-06-30,88.76895141601562,89.0560934802323,87.60094182870904,87.62040543722048,140223200,0.008347485579961234,0.008312838002113358,0.32427620349570224
2020-07-01,88.6010513305664,89.39189318717276,88.55238859500506,88.84682302233178,110737200,-0.0018914280586953547,-0.0018932190674784645,0.3253995042545281
2020-07-02,88.6010513305664,90.14867187148857,88.48669056028642,89.51113285524976,114041600,0.0,0.0,0.3259897598666879
2020-07-06,90.97113800048828,91.44077455841791,90.00265833546331,90.03429319420877,118655600,0.02675009646419646,0.02639856780553352,0.3295555390859467
2020-07-07,90.68888092041016,92.1318614031436,90.57694845637647,91.35075503882443,112424400,-0.003102710225265204,-0.003107533610264091,0.32211613841760345
2020-07-08,92.80104064941406,92.83267551468656,91.58192502451845,91.6695298380442,117092000,0.02329017303518799,0.023023095854442992,0.3277445341231243
2020-07-09,93.20010375976562,93.75003795219516,92.14889068283713,93.6965037466287,125642800,0.0043002008119623625,0.004290981369304325,0.3152079114011956
2020-07-10,93.3631362915039,93.42154196968667,92.18052712914378,92.79373105488341,90257200,0.0017492741441416104,0.001747745946024683,0.3065591432627488
2020-07-13,92.93243408203125,97.29058186234049,92.71829725665447,94.67228464918172,191649200,-0.004613193457082332,-0.00462386707297254,0.24098122593054672
2020-07-14,94.47032928466797,94.66255936029044,91.37509535164902,92.31193292486347,170989200,0.016548530314822285,0.016413095509164775,0.2435043176455799
2020-07-15,95.12004852294922,96.60196399035682,93.91796799271907,96.3513281873508,153198000,0.006877495222054719,0.006853953130567113,0.2425975865059963
2020-07-16,93.9495849609375,94.80856064892015,93.34854481035306,93.98851960775556,110577600,-0.01230511947993096,-0.012381454315193966,0.23941531610127925
2020-07-17,93.75977325439453,94.55791486444917,93.2852651867788,94.40218371971898,92186800,-0.002020357052369026,-0.002022400726777166,0.2396167702843172
2020-07-20,95.73567199707031,95.87437528671072,93.50184950233145,93.8473898583791,90318000,0.02107405632599657,0.02085506968238929,0.24575406684013051
2020-07-21,94.4143295288086,96.60435263643559,94.16369384797662,96.52891910125467,103433200,-0.013801986664930488,-0.013898119658681509,0.2519386059747415
2020-07-22,94.67958068847656,95.36335409074172,94.02744214680403,94.11503952134649,89001600,0.0028094375185605536,0.0028054984250086524,0.2402477068911062
2020-07-23,90.3700942993164,94.48976960353711,89.55735322535958,94.4119003276313,197004400,-0.04551653437650538,-0.0465849585190229,0.2885497229458438
2020-07-24,90.14622497558594,90.49176525760697,86.76872113795501,88.56211314862233,185438800,-0.0024772500844028045,-0.0024803235452631515,0.28099655403390555
2020-07-27,92.28272247314453,92.37519132147816,90.98818087454525,91.212045787962,121214000,0.023700354597624207,0.02342386133175138,0.28856238802412487
2020-07-28,90.7667465209961,92.02966071554671,90.7618750492638,91.85202279586937,103625600,-0.01642751656562369,-0.016563944392970438,0.27137577904152926
2020-07-29,92.506591796875,92.69152948751328,91.21447855018052,91.25097745595819,90329200,0.01916831155203358,0.01898691386107858,0.26810467858789433
2020-07-30,93.62594604492188,93.73057872513968,91.26802000602063,91.67682263526055,158130000,0.012100264708754471,0.01202764175675546,0.26944943487699863
2020-07-31,103.4275131225586,103.578380221725,98.13738457841312,100.14247783391713,374336800,0.1046885771699857,0.09956346463260732,0.42988196317186667
2020-08-03,106.03363037109375,108.66165541676666,105.01648797674454,105.31578641481019,308151200,0.025197524042243735,0.02488530040755844,0.43313891344609157
2020-08-04,106.74174499511719,107.83675673192468,105.49829447245462,106.22343825153119,173071600,0.006678207862403696,0.006656007416925855,0.4282617650737691
2020-08-05,107.12865447998047,107.44985972369943,105.99470803547494,106.46191633779561,121776800,0.0036247251239989176,0.0036181716394989346,0.4267715845609991
2020-08-06,110.86627197265625,111.36267931542626,106.87070043201265,107.46200491950506,202428800,0.03488905476148063,0.03429422750453362,0.43352564773921315
2020-08-07,108.34565734863281,110.84434776897682,107.54607671169924,110.38605018937842,198045600,-0.022735630766452686,-0.022998070673454968,0.4469390759562979
